Column1,제품,age,skintype,review
962,클리어 헤드 민트 샴푸,40,복합성,최고에요 이 샴푸 사용하기시작하면서 뾰루지도 안나고 간지업지도 않아요 대용량이 나왔음 좋겠어요 용기가 사용하기 좀 불편하실수 있는데 제품은 최고에요 
963,클리어 헤드 민트 샴푸,32,복합성,시원하긴 한데 다른 민트 샴푸들에 비하면 그냥 쏘쏘했다 클렌징 잘되고 기름 덜 끼는 건 좋아서 여름에 훅 썼었음 그리고 양이 적어서 빨리 닳는다 
964,클리어 헤드 민트 샴푸,34,건성,두피 완전 시원해요 탈모방지에도 좋데용 
965,플랜트스크립션 토너,29,건성,엄마가 면세에서 사신후애 되게 만족해한 제품 우유같이 불투명하고 마냥 물제형은 아니에요 되게 보습감뿜쁌하고 로션이랑 토너 섞인 느낌입니다 지성분들은 싫겟지만 건성인 저와 엄마한테는 진짜 좋아요 
966,플랜트스크립션 토너,30,복합성,엄마 생신선물로 사드렸더니 너무 만족해하셔서 벌써 다섯통째 다시 사용하고 계세요 어쩌다 엄마의 기초라인은 이제 제 담당 여행 갔다 올때마다 엄마선물은 이 아이로 사고 있어요
967,플랜트스크립션 토너,35,건성,우유같은 제형이에요 액체타입이지만 진하고 촉촉해서 건성이지만 콧물제형토너가 싫은 저같은사람에겐 잘맞을것같아요 건조한계절에 더 잘맞는 제품이라고 보면되구요 다만 눈에띄는 안티에이징효과는 잘 느껴지지않다보니 1점 뺐어요 참 이게 순하기도 순해서 민감성에도 잘맞을것같네요 
968,스팟 리무버 안티 블레미쉬 트리트먼트 젤,31,복합성,넘 좋아요 피곤하거나 요즘처럼 환절기 마스크에 쓸려 올라온 아이들 얘 바르고 자면 쏙 들어가요 인생템 찾앗어요 10ml에 이만원때면 가격이 좋진않지만 들이부어사용하는애 아니고 톡톡바르는애라 엄청 오래싸요 많이 바르면 엄청 화해서 눈 찔끔해요 
969,스팟 리무버 안티 블레미쉬 트리트먼트 젤,24,복합성,인생 트러블스팟제품이에요 아픈만큼 트러블을 금방 아뭅니다 코딱찌만한데 가격은 비싸지만 정말 강추합니다 어짜피 트러블 부분에만 작게 올려주는거라 생각보다 되게 오래써요 면봉같은걸로 입구에 뭍혀준다음에 트러블위에 낙낙해게 올려주고 자면 다음날 거의 아물어있고 보통 1주일안에 트러블 사라져요 대신 올렸을때 굉장히 화하고 상처를 치료할때 빨간약 바르는것 처럼 엄청 따가와요 근데 진짜 효과는 대박입니다 스팟젤 중에 오리진스 제품이 제일 효과봐서 계속 이제품만 씁니다 
970,닥터 와일 메가 버섯 세럼,34,복합성,세럼인데 밀키로션같은 제형입니다 일단 바르고 나면 피부가 진정이 많이되요 계속쓰기보다는 피부에 부담덜주고싶은 날에만 썼었는데 다음날 항상 잘 진정되어있었어요 확실히 진정효과가 눈에보여서 좋긴한데 가격이 2 3정도만 되도 재구매 생각할 것 같은데 아쉽네요 환절기까지는 쓸 수 있을 것 같은데 겨울에는 좀 건조할 것 같네요
971,닥터 와일 메가 버섯 세럼,34,복합성,약간 노랑색의 세럼 크림비슷한 제형으로 바르면 금방 흡수가 되어서 좋았어요 겨울이되니 볼이 너무 따가워져서 진정용으로 사용하고 있어요 
972,닥터 와일 메가 버섯 세럼,25,건성,샘플로 사용해봤어요 오리진스는 고급스러운 느낌이 들어서 궁금했었는데 수분감과 피부 매끈하게 된 것 같아서 본품도 궁금해지네요 세럼이라고해서 오일같은 제형은 아니고 약간 크림같아요 향이 엄청 좋은 건 아니예요
973,닥터 와일 메가 버섯 세럼,25,민감성,일단 향이 무슨 지하 창고 냄새나요 피부가 좀 따끔따끔 한 것 같아요 느낌이 너무 불편해요 흡수는 잘 되는 것 같긴 한데 겉돌기도 하네요 그리고 속이 너무 건조해요 딱 발랐을 때 요철 부각되면서 기름져보이는 제품들은 저랑 안맞는다고 판단하고 있는데 이제품이 그래여 시간 지나니까 눈까지 시려오네요 다시는 안쓸래요 
974,닥터 와일 메가 버섯 세럼,36,복합성,가격은 비싸나 좋은 세럼 아무래도 세럼이다 보니 동전크기로 덜어서 사용하면 무난히 3개월정도 사용 가능 합니다 향때문에 호불호가 있지만 유기농 화장품이고 머슈룸 라인을 좋아해서 세럼 잘 사용했습니다 
975,닥터 와일 메가 버섯 세럼,28,민감성,짱좋 에센스 중 제일 좋음 끈적이는것도 없고 바로 흡수되고 건조할때 바르면 촉촉 여름에는 보송보송 단점은 저 미친 가격 
976,닥터 와일 메가 버섯 세럼,31,민감성,더울땐 바르면 피부 난리나지만 건조할땐 보들보들해지고 좋음
977,닥터 와일 메가 버섯 세럼,31,복합성,저녁에 건조한 부분에만 발라주는용으로 써봄 두들겨주면 흡수가 잘 됨 보습력 쏘쏘 본품 넘나 비싼것 
978,닥터 와일 메가 버섯 세럼,34,민감성,25살되고 갑자기 나기시작한 성인여드름 피부과도 가보고 다른 타사 제품들 라로시포세 아빈 등등 다 피부에 좋다는거는 써봤지만 효과못봄 오리진스 일하는 분 말듣고 그땐정말 아무거나 좋으니 피부만 고쳐주면 뭔들 살때여서 그냥 삼 더이상 트러블이 크기 안일어나서 계속 씀 한 3 4통 풀 라인으로 토너 세럼 크림 으로 썻나 트러블 없어짐 피부진정됨 할렐루야 역시 꾸준히 발라야됨 지금 6통째 쓰고있음 세트기획할때 쟁여야함 가격 깡패지만 여드름 안난다면야 난 뭐든 할기세 피부 좋아졌다고 딴거 썻다가 여드름 다시나서 다시 버섯라인으로 돌아옴 젠장 드럽게 좋음 나말고도 효과본사람 꽤 많은데 전부다 꾸준히 씀 한 3 4통 발라야 효과봄
979,닥터 와일 메가 버섯 세럼,32,복합성,1 흡수가 빠르다 얼굴에 바르고 톡톡 몇번하면 끈적임 없이 흡수해 버린다 2 때처럼 밀린다 세럼 흡수시키고 얼굴을 살짝만 밀어도 때처럼 나옴 3 냄새가 이상하다 할머니가 손수 만든 빨래비누 냄새 결론 향료나 첨가재료가 별로 없어서 좋긴 한데 효과는 거의 못봤고 밀리고 하니 재구매는 안하겠습니다 _ 
980,닥터 와일 메가 버섯 세럼,33,복합성,돈값을 못하는 건 기분 탓인가 한통 다 쓰면 피부가 조금이나마 튼튼해져있지 않을까 믿으며 쓰는 중
981,닥터 와일 메가 버섯 세럼,37,복합성,나를 오리진스 빠로 만든 제품 얼굴 다 뒤집어졌을 때 이거 쓰고 트러블 싹 들어가고 깨끗해짐 근데 재구매하려니 비싸 
982,닥터 와일 메가 버섯 세럼,34,복합성,이것도 오리진스 빠시절 언니의 강추로 대용량 구매 남들은 좋다는데 나는 도무지 왜 좋은지 모르겠었던 제품 민감 복합성 여드름 피부인데 뭐 딱히 트러블을 만들진 않았지만 그 외엔 아무것도 나름대로 촉촉했지만 딱히 오래간다는 느낌이나 영양감이 느껴지는 것도 아니고 지연스럽게 흡수되긴 했지만 나한텐 약간은 가벼워서 반복적으로 펌프질 해야 했고 그냥 비싼 모이스춰라이저 느낌 이어서 재구매의사 제로였던 제품 순하긴 했었음 그냥 순하기만 함 내가 사본 에센스 중 돈값못하는 에센스 순위 3위였음
983,닥터 와일 메가 버섯 세럼,38,지성,오리진스 제품중에 가장 마음에 들었던 제품 이거 쓰는동안 피부가 깨끗해지는 느낌 들었어요 하지만 전 가격때문에 돌아서겠습니다 미안 
984,닥터 와일 메가 버섯 세럼,39,민감성,이거 가격이 사악해서그렇치 트러블에 진짜 킹왕짱좋음 얼굴다뒤집어졌을때 이세럼만한2년썼는데 왠만한피부과 시술보다 진정효과 짱좋았음 쵝오 다만 느무비싸서 무조건 온라인 세트구매이벤트할때사거나면세점에서 삼
985,플랜트스크립션 안티에이징 크림,30,복합성,엄마 생일선물로 한번 사드렸는데 너무 좋아하셔서 몇통째 사서쓰고 계세요 엄마 나이때에는 정말 좋은 제품같아요
986,플랜트스크립션 안티에이징 크림,29,복합성,복합성인데 겨울에 발랐을때 당김없고 촉촉하게 잘 사용했던 제품 
987,플랜트스크립션 안티에이징 크림,35,복합성,겨울에 발라주기 좋은 수분크림 엄청난 리프팅 효과나 링클케어 효과는 잘 모르겠지만 팔자주름이나 눈가에 마무리로 발라주면 무난하다
988,플랜트스크립션 안티에이징 크림,35,건성,건성이라 저는 약간아쉬웠어요 보습감이부족한느낌 뭔가 눈에띄는 단점은 없는데 뭔가 2 씩 아쉬운느낌이드는 제품이엇어요 뭔가 꽂히는게없어 재구매로는 이어지지않는제품이랄까요 이거보다 같은 플랜트스크립션라인의 리프팅크림이 조금더 보습감이나 발림감이 좋앗으니 참고하시기바라구요
989,플랜트스크립션 안티에이징 크림,34,복합성,플랜트스크립션 세럼과 함께 진짜 인생케어 전 너무 만족햇어요 스며들때 매끈촉촉하게 채워주고 바른 후에 기름겉도는 느낌없이 딱 깔끔하고 밤새 건조함 없이 아침에 자고 일어나면 정말 피부가 보들보들한게 바로 느껴져요 그리고 전 왠만큼 영양감있으면 바로 트러블 올라오는편인데 이건 일체 그런거 없습니다 왕추천 오리진스 너무 좋아해서 왠만한 라인 다 써보자 주읜데 이건 새거 사기전에 재구매 하고싶을 정도로 만족해요
990,진저 바디 스무더,22,복합성,묵은때 닦이는 느낌이에용
991,진저 바디 스무더,29,복합성,이리저리 바디피부자체가 뱀타입 이라해야하나 예민하고 많이 건조한편이라서 스크럽제품쓰기 껄끄러웠는데 이 제품은 되게 좋았음 처음에 스크럽처럼 까끌까끌 피부 각질정리하는 느낌인데 스크럽들이 녹으면서 마사지해주고나서 헹궈 내면 아주 부드러움 피부 자극도 없고 마무리감이 촉촉함 맘에 듬
992,매드 수분 크림,17,지성,쫀득하면서 마무리는 산뜻했어요 진정도되는거같고 손이가는 제형입니다 민감한피부는 살짝 따가울 수 있을거같네요
993,매드 수분 크림,41,건성,수분크림 중 최애템이에요 건성치부타입이라 피부에 맞는 거 찾아서 써야하는에 이건 유수분 밸런스 좋고 종일 촉촉해요 제형도 발림좋고 시원한 젤느낌의 크림이더라고요 자극없는 향도 상큼하고 좋네요 면세점 제품이 좋은듯요 매드 트리트먼트랑 헷갈리면 안돼요 몇번 잘못샀어요 
994,매드 수분 크림,41,민감성,촉촉하고 향 좋고 잘 발리고 끈적임 없이 흡수 빠른 제가 애정하는 장수 아이템이네요 
995,매드 수분 크림,37,중성,향이 넘 좋구요 가볍게 발립니다 지금 쓰기 좋아요 수분크림이 그냥 수분크림이지 큰 기대에 못미쳤어요 성분이 좋다해서 사용 했네요
996,드링크 업™ 하이드레이팅 립밤,33,복합성,일상적으로 쓰기엔 조금 답답한 질감일 수도 있지만 밤에 잠들기 전에 보습과 입술 보호를 위해 바르기엔 괜찮다 이건 나만 그런지 모르겠는데 이거 쓰면 약간 작은 알갱이같은 게 나오는데 그게 입술 각질 제거에 도움이 될런지 모르겠음 선물받은 거라 쓰고 있는데 재구매하진 않을 것 같지만 나쁘진 않다 
997,드링크 업™ 하이드레이팅 립밤,23,복합성,너무 찐득이죠 립밤이라기보단 립그로스이져
998,드링크 업™ 하이드레이팅 립밤,25,지성,립밤보다는 립글로스 라고 해야 더 맞는 느낌이에요 총 3가지 색상으로 제품설명사진에서 왼쪽부터 누드넥타린 플럼펀치 핑크구아바에요 저는 핑크 구아바 구매했는데 펄이 들어가있고 촉촉해서 밤에 잘때 바르고 자면 다음날 입술이 맨질맨질 부들거려서 그때 사용하는데 흡수력이 조금 느린감이 있고 손에 묻으면 엄청 끈적거려요 튜브형이라 그냥 뚜껑열면 사선형태의 립밤으로 바로 입술에 발라서 위생적인 부분은 손으로 바르는 게 아니라 좋더라고요 그리고 색상이 사진에서의 색상으로 발색되지 않아요 처음 쭉 짜면 색상이 있는데 문질문질바르다보면 투명해지고 펄만 남아요 이거 사용하면 진짜 입술 각질 다 사라지고 반질반질 매끈해져요 하지만 끈적거리고 맛이 이상해서 휴대용으로는 가벼운 립밥제형을 사용하고있고요 이 제품은 집에서 자기전에 사용중입니다 각질부각 심한 립제품 사용할때 같이 쓰면 각질부각 하나도 안 일어나서 좋아요 
999,드링크 업™ 하이드레이팅 립밤,24,복합성,펄이 살짝 들어가 있구 색깔도 있는 립글로스같은 립밤이에요 개인적으론 좀 매트해서 립밤으로 쓰기보단 틴트와 같이 쓰거나 립글로스 대용으로 바르는 게 나은 것 같아용 학생분들 학교에서 가볍게 바르는 거 추천해요 
1000,진정 리프레시 마스크,37,민감성,향도 상큼하고 얼굴에 올리면 시원해지고 워시하면 부들부들한 느낌에 괜찮았어요 근데 딱히 진정효과는 잘 모르겠음 
1001,진정 리프레시 마스크,31,민감성,이거 나름 괜찮은데 평이 없네욬 여름에 시원하게 쓰기 좋아요 가끔 아침에 화장하기 전에 얹어놓고 10분 딴거 하다가 씻어내고 화장하는데 뭔가 상쾌하고 피부도 부들부들 탱글탱글해져서 좋아요 아 근데 진정효과는 전혀 모르겠어요 
1002,진정 리프레시 마스크,29,복합성,냉장고에 넣어두고 수분보충 해주고 싶을때 듬뿍 발라 놓으면 담날 화장도 잘 먹고 좋아욤 냄새두 오렌지 향 비슷한 상큼한 냄새임
1003,제로 오일 포어 퓨리파잉 토너,36,건성,지성분들에게는 참 좋을 것 같아요 전 복합성인데도 불구하고 오일프리인 게 마음에 들어 잠시 사용했었는데 확실히 깨끗해지는 느낌은 있지만 피부가 좀 따갑더라구요 지성 부분 빼고는 건조한 편이라 건조한 부분에는 그냥 독한 알코올 바르는 느낌이었어요 무조건 지성분들만 쓰셔야 할 듯 
1004,제로 오일 포어 퓨리파잉 토너,31,복합성,여드름 많이 올라왔을때 썼던 제품 순간적으로 피부가 급 좋아졌었음 그래서 무한 감동하구 재구매해서 쓰다가 피부가 적응했는지 다시 여드름이 올라와서 다른제품으로 바꾼상태 
1005,제로 오일 포어 퓨리파잉 토너,29,복합성,한창 여드름많이났을때 제로오일라인으로 썼었는데 자극적이지도 않고 피지가 깨끗하게 닦이는 느낌이라 잘사용했던 제품 가볍게 닦아내는 용도로 굿
1006,제로 오일 포어 퓨리파잉 토너,32,복합성,내가 알콜스킨이 안맞는거일수도있지만 그냥 별로였음 좋은것도못느끼고 딱히나쁜것도없는 정말쏘쏘 그자체 향이너무쎄서 씻고나서 닦아내는용으로만썼었음
1007,제로 오일 포어 퓨리파잉 토너,27,지성,오우 이거 쓰니까 산유국이던 얼굴이 숨을 쉬는것 같음 오리진스가 그리고 순해서 그런지 알콜있는 지성용 토너쓰다가 이거쓰니까 건조함도없고 촼촼함푸헿 
1008,닥터 와일 메가 디펜스 유브이 디펜더 [SPF45/PA++++],21,복합성,바르고 난 뒤에 피부가 보송보송해지면서 윤기가 살짝 돌아서 피부도 좋아보이고 시간이 지나도 유분기도 엄청 심하지 않아서 좋았어요 
1009,닥터 와일 메가 디펜스 유브이 디펜더 [SPF45/PA++++],29,지성,내 인생템 지금 3통째 쓰고 있는중 중간에 리뉴얼 됐지만 여전히 좋다 선크림 베이스 겸용으로 쓰는데 펄 이 있는지 얼굴이 자연스럽게 화사해진다 피부 좋은 사람은 이것만 발라도 될듯 제형은 많이 묽은 편인데 바르고 나면 끈적이지 않고 가볍고 산뜻함 추천추천
1010,닥터 와일 메가 브라이트 세럼,30,건성,아니 메가브라이트 라인 왜 안 유명한거죠 이번겨울에 피부완전 습진처럼 뒤집어졌을때 메가브라이트 라인 바르고 극복했어요 아마 비타민 성분때문인거 같은데 향도 좋고 하루하루 아침에 거울볼때마다 변화가 남다른데 유명해졌으면 좋겠습니다 
1011,닥터 와일 메가 브라이트 클렌저,28,복합성,상쾌한 레몬향 거품 미세하게 잘 남 세안후 당기지않고 적당히촉촉 타 클폼들에비해선 촉촉 각질제거기능 굿 스크럽알갱이없고 그냥클폼입니다 모공깊숙히까지클렌징해줘서 블랙헤드랑피지잘빠진다 백화점브랜드클폼 프리메라 헤라 써봤는데 걔네보다 훨좋음 딥클렌징력이 넘사벽인데다 촉촉하면서도 각질제거 미백효과땜에 클렌징 폼 만으로 미백효과있는거 얘밖에못봄 오래쓴다 이정도면 더 말할 필요없지않나요 비싼 가치 있는 클렌징폼 인정 
1012,쓰리 파트 하모니 오일 인퓨즈드 세럼,29,민감성,에센스 단계에서 사용함 진짜 녹여서 흡수시키면 진짜 다음 화장들이 내 피부에 더 잘 먹는 그런 기분 
1013,플라워 퓨전™ 자스민 소프트닝 시트 마스크,30,복합성,요 마스크 강남 시코르에서 구입해서 처음 써보고 너무 좋아서 등록요청까지 했어요 오리진스에서 마스크도 나오나 호기심에 한번 써봤는데 계속 이거 사러 가게 될줄이야 시트 크기가 다른 제품들보다 커서 코 양 옆 입가까지 빈틈이 없어요 에센스 양도 많고 순해서 담날에 일어났을 때 피부 느낌도 부들부들하구 
1014,닥터 와일 메가 브라이트 크림,28,복합성,수분크림에미백기능성들어간건데 솔직히미백을 에센스로 기대하지 누가 크림에 기대해요 그런데 진짜 미백효과가 있고 즉각적인 브라이트닝 효과가 있어서 놀랐던제품 향도좋고 유분기도 아주적당해요 아예없는젤타입은아닌데 유분기거의없고 끈적임0 촉촉하긴한데 아무래도 수분에충실한 수분크림보단 보습력 지속력 떨어지니 메가브라이트닝라인으로 쓰던지 여름에 쓰는게 좋을거같아요 메가브라이트닝라인다좋음 bb 단점은 스킨 에멀전및에센스류 수분크림 3단계로끝내기좋아하는데 건성인 제가 그렇게쓰기엔 좀부족하고 가끔 예민할때바르면 조금 자극이있어요 엄청 얇고 쉽게자극받는피부인데 거슬리지않으니 심한 아토피 햇빛알러지피부 아니면 다 괜찮으실듯
1015,닥터 와일 메가 브라이트 크림,27,건성,저는 제가 직접 구입해서 써봤는데 너무좋아요 조금 따가운감은 있었는데 바르고나서 다음날 일어나 세수하고나면 피부가 촉촉햐져있고 좋아서 만족하며 쓰고있어요 
1016,닥터 와일 메가 브라이트 크림,27,지성,이벤트에서 받아서 사용해 본 제품인데 별로 일단 흡수가 너무 안 돼요 그래서 발라놓고 답답함 그리고 브라이트 기능도 있다는데 전혀 그런 거 못 느꼈어요
1017,메이크 어 디퍼런스 밀크 클렌저,45,민감성,촉촉한 세안을 원한다면 추천 강력한 세정의 뽀드득용 아니고 데일리 촉촉용으로 
1018,메이크 어 디퍼런스 밀크 클렌저,28,민감성,세정력도 좋고 순해서 자극 없이 클렌징되는 제품 단점이라면 제형이 너무 묽다는 점 
1019,플랜트스크립션 아이 트리트먼트,34,복합성,눈가에 바르기 적당한 되직함으로 그 부드러움과 촉촉함이 아주 굿입니다 특별히 하루아침에 변하는 변화는 모르겟지만 꾸준히 잘 쓰고 있고 딱히 눈가주름 올라오지 않습니다
1020,플랜트스크립션 아이 트리트먼트,33,복합성,제형이 부담없는 촉촉한 제형이라 여름에 쓰기 좋음 그래서 용량을 생각하면 생각보다 빨리씀 바르면 뭔가 눈가가 펴지는 당기는듯한느낌이 남
1021,MAD 핸드 크림,35,건성,이거 향이 진짜 넘 좋아요 뭔가 스트레스풀린달까 근데 가격이 넘 비싸서 사실 사치품임 보습도 잘되구요 면세 선물찬스있음 기꺼이 재구매할 마음 있어요 
1022,MAD 핸드 크림,39,건성,향은 무난하니 머리아프진 않고요 흡수도 잘 되고 끈적임도 없으면서 적당한 유분감이 좋으나 가격이 너무 비싸서 쏘쏘 드릴게요 
1023,MAD 핸드 크림,27,복합성,레몬향 아주 은은하게 나구 비싸서 막막 쓰진못하겟지만 조금만 발라도 촉촉하고 오래가용 향이 은은해서 넘 좋아요 근데가격이 또르르 
1024,리인벤팅더힐 풋크림,34,복합성,의외로 괜찮았던 아이템 발이 많이 건조한 편이라 각질을 달고사는데 이 제품을 바르고 수면양말까지 신어주면 다음 날 많이 부드러워진 발 뒤꿈치를 만날수있다 보습은 물론이고 시원스런 향까지 들어가 있어 사용하고 나면 상쾌한 느낌은 덤 숨어있는 풋크림 완소템이다 
1025,리인벤팅더힐 풋크림,26,복합성,완전 촉 촉 발뒤꿈치 허옇게 일어나고 갈라진 각질에 바르고 일어나면 보들보들 오리진스 좋아하는데 풋크림도 좋아요 풋크림에 이정도 돈투자하긴 비싸죠 가격이 비싸서 효과는 좋지만 가격이 그에비해 비쌈 
1026,리인벤팅더힐 풋크림,29,민감성,밤타입이라서 보습이 확실하다 갈라진발에 바르면 각질정리까지 효과를 볼수있다
1027,플랜트스크립션 세럼,30,건성,이거 바르고 자니까 다음날 피부가 부들부들해지고 환해져있어요 감사합니다
1028,플랜트스크립션 세럼,34,복합성,플랜트스크립션 크림와 함께 진짜 인생케어 전 너무 만족햇어요 스며들때 매끈촉촉하게 채워주고 바른 후에 기름겉도는 느낌없이 딱 깔끔하고 밤새 건조함 없이 아침에 자고 일어나면 정말 피부가 보들보들한게 바로 느껴져요 그리고 전 왠만큼 영양감있으면 바로 트러블 올라오는편인데 이건 일체 그런거 없습니다 왕추천 
1029,플랜트스크립션 세럼,40,복합성,비추천이예요 가격도 저렴하지도 않는데 피부에 좋은점이 하나도 없어요 세렴치고 질감도 무겁고 주름 탄력 효과가 전혀 없어요
1030,플랜트스크립션 세럼,33,복합성,아직 다 쓰지 않아서 그런지 탁월한 효과는 못느낌 하지만 자고 일어나면 피부가 뽀오오얌 계속 더 써봐야 알듯
1031,매드 수분 앰플 크림,42,복합성,수분크림중 젤 타입을 좋아하고 그래서 오리진스 진징 좋아해요 매드 수분앰플도 젤타입이구요 진징보다 좀더 진득한 느낌이에요 영양감이 좀더 있게느껴져요 진징이 상쾌한 자몽향이라면 매드는 허브향 나요 사용감 좋구 만족하는 편이었어요 
1032,매드 수분 앰플 크림,31,복합성,오리진스 제품은 스팟리무버 좋다고 해서 구매해서 써보고는 제 피부에 잘 맞는 것 같아서 신세계 고터 매장가서 재구매 했어요 그 때 판매하시는 직원분이 추천해주셔서 앰플크림을 구매했는데요 손등에 테스트해봤을때는 발림성도 좋고 흡수가 잘 되서 너무 좋다고 생각하고 구매한건데 막상 발라보니 얼굴에 흡수가 너무 빨리되는건지 바르고 얼마 지나지않아 금방 건조해져서 너무 아쉬운 제품이였어요 그리고 좀 두껍게 바르면 화장할때 엄청 밀리더라구요 아직 한통도 채 다 쓰지 못했지만 제 화장대 어딘가에 박혀있을거에요 
1033,매드 수분 앰플 크림,29,민감성,수분크림 바르기 전에 요거 바르면 짱 좋음 내 인생템
1034,MAD 플러스 리주버네이팅 수분 앰플크림,33,복합성,크림제형이 완전 묽은 크림이다 처음에는 상한줄 알았는데 원래 이런 제형인 것같다 수분크림 보다는 영양크림 같다 피부가 약간 예민한 편인데 뭐 나지 않는다 그렇다고 이 크림때문에 피부가 엄청 좋아지지도 않는다 뚜껑열때 조심해야한다 다 흐른다 아직 반 정도 사용 했는데 이 가격이면 다른크림 사는게 나을듯 
1035,노 퍼퍼리 쿨링 롤온 아이 세럼,28,복합성,이게 리뷰가 없다니 눈 띵띵 붓는분들 이거 좋아요 쿨링 엄청 시원하고 마사지볼도 사이즈도적합하구 마사지 시원하게 되요 눈시림거의없이 붓기 빼주고요 얼음마사지만큼은 아닌데 얼음마사지못할때 얼음마사지로부족할때 쓰기좋아요 가격이 비싸긴한데 들고다니면서 눈가보습간절할때 메이크업위에 덧바를수도있어요 아이크림이아니기땜에 솔직히 가격 3만원 하면 계속쓸거같은데 비싸긴해유 오리진스제품 거의다좋은데 비싸 
1036,라벤더 바디 크림,34,복합성,향이 정말 굿굿 정말 진한 라벤더와 바닐라가 섞인 느낌인데 약간 한방향 도 나서 정말 좋아용 제형은 수블레 느낌으로 쫀쫀하고 부들부들합니다
1037,메가 버섯 리뉴얼 세럼,28,복합성,향이 정말 톡쏘는 자연의 버섯향이 나요 사용감은 로션에 가까웠구요 보습감은 그리 오래 가지는 않는거 같아요 바르고 크림 꼭 필수에요 사용하면서 트러블도 없고 흡수도 잘 되는거 같아 굿굿입니다
1038,진저 린스,32,복합성,하얀 제형인데 쫀득한 느낌 없고 머리카락에 바르면 그대로 사라져버리는 신기한 제형이다 덕분에 머리카락이 무겁거나 미끌거리는 느낌이 진짜 전혀 없다 가벼운 머리카락엔 그닥 좋게 느껴지지 않을수도 있으나 한올한올 부드럽게 해주는 느낌은 확실히 있어서 맘에 들었다 특히 미끌거리는 느낌 없던게 어찌나 좋던지 
1039,진저 업 아로마틱 컨디셔너,31,복합성, 먼저 좋은리뷰임을 밝힙니다 너무좋아서 제품등록까지 신청해서 리뷰추천함 비싼데도 큰맘먹고 사서 딱 처음 쓰는데 아 과연 이것이 컨디셔너가 맞는가 머리 감다말고 제품뒤에 설명서를 읽고 또 읽음 미끄덩거리는거 1도 느낄수 없고 내가 똥중에 똥을 사왔구나 미친듯이 후회함 원래 쓰던 로레알트리트먼트로 다시 감을까 고민했는데 머리에 비싼똥을 쳐바른 내가 너무 한심하고 말리면서 에센스 범벅하면 되겠지 하고 그냥 말렸다 근데 말리다보니 갑자기 부들부들해짐 너무 당황스러워서 에센스를 발랐는데 순간 까먹었나 고민했었다 이거 컨디셔너인데 트리트먼트랑 견줄만해 에센스를 안발라도 되는 수준은 아닌데 감을때의 좌절감을 다 사라지게 만들고 에센스 3펌프 쓰던거 1펌프로 줄임 하지만 즉각적인 효과를 원하고 가격대가 부담스럽다면 비추 향은 진저라기보다 약간 레몬 오렌지 허브 같은 향이 남 은은하게 나니까 향은 그닥 평쓸만한 기준이 못됨 그리고 다른리뷰에서도 말했지만 상한머리 절대 복구 불가능합니다 잘라내야 해요 트리트먼트로 좋아지는거 같죠 한 일주일만 안써봐 내머리결이 원래 이거구나 깨닫게됨 
1040,클리어 임프루브먼트 차콜 허니 마스크 투 퓨리파이 앤 너리쉬,28,지성,정가 45000으로 알고있는데 오프라인면세점 기준 3만원대로 구매했어요 일단은 뷰티프로그램 순위가 높길래 구매해봤고 사용하면 확실히 피부결은 좋아지는 느낌이예요 피지잡는다고해서 쓴건데 아직은 그 효과는 모르겠어요 냄새는 비추입니당 
1041,플라워 퓨전™ 라즈베리 리프레싱 시트마스크,40,중성,다른 마스크팩에 비해 에센스가 겉돌지않고 바로 스며서 좋았습니다 사용후 찐득 거리지 않고 쏙 스미더라구요 그리고 다른팩에비해 마스크 시트가 두꺼워서 좋았어요 시트도 피부위에서 부드러운 느낌이였습니다
1042,메가 버섯 미셀러 클렌징 워터,40,건성,일단 이걸로 화장을 지워본적 앖고 데일리 유기자차 바른거 닦아줬는데 선크림은 자극없이 잘 지워주는거 같음 다른 후기들 보니 화장은 잘 안지워진다고 하니까 이제품에 대한 기대치가 엄청 떨어짐
1043,메가 버섯 미셀러 클렌징 워터,27,민감성,우선 이 제품은 메이크업 지우는 용도로 사시면 안될것 같아요 저는 애초에 아침 세안 혹은 화장 안한날 세안하려고 산거지만 워낙 순한 아이라 세정력은 거의 없다고 보셔도 될것같네여 그래도 정말 순하고 편안해서 손이 많이 갔던 제품입니다 
1044,메가 버섯 미셀러 클렌징 워터,27,복합성,클렌징 워터지만 저는 클렌징 워터로 사용안하고 저녁에 세안 후 결정돈하는 용도로 사용중입니다 제품 자체가 워낙 순한 터라 닦아내는 토너로 사용해도 무관하다 하더군요 평소 클렌징오일 클렌징폼 나름대로 꼼꼼하게 이중세안을 하는데도 이 토너로 닦아내보면 아주 미세한 화장품의 흔적이 묻어나오더라구여 저는 이제품 사용 후 투러블이 현저히 줄었습니다 저는 세안이 제대로 안돼서 트러블이 올라왔었나봐요 그래서 넘 만족하며 사용중이고 재구매 의사 있습니다 다만 단독 클렌징용도로 사용하실 분들에겐 세정력이 약할수도 있겠네여
1045,메가 버섯 미셀러 클렌징 워터,35,복합성,공짜로 본품을 받아서 썼는데 겨우겨우 썻음 세정력이 정말 별로 근데 순하긴 함 자극이 없음 벗 가장 안지워 지는 클렌징워터 랭킹 뽑으면 얘가 1등 할듯 
